# data.go.kr 활용신청 endpoint 인테이크 (자동 수집됨)
# 수집일: 2026-05-12 · data.go.kr 마이페이지 자동 순회
# 컬럼: dataName <TAB> endpoint <TAB> format <TAB> status
# ⛔ 인증키는 절대 포함하지 않음
공정거래위원회_가맹정보_가맹본부 법 위반 시정조치 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcjnghdqrtrscorecactninfoService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 광고판촉 지출 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandadvrtspromtnexpndinfoService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 온라인 유통 채널 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandonlinedistbchnnlinfoService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 가맹점 영업 개시 절차 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandfrcsstrtprocssinfoService	JSON+XML	승인
공정거래위원회_가맹정보_기업 규모별 브랜드 보유 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandscalholdstatService	JSON+XML	승인
공정거래위원회_가맹정보_가맹본부 법 위반 형벌선고 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcjnghdqrtrspetyadjuinfoService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 가맹점 사업자 가맹금 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandfrcsjnntinfoService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 가맹점 사업자 영업중부담금 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandfrcsbzmnbndctinfoService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 취소 목록 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandRtrcnInfo2_Service	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 가맹점 사업자 기타비용 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandfrcsbzmnothctinfoService	JSON+XML	승인
공정거래위원회_가맹정보_연도별 차액 가맹금 수취 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcAnaYrDifRcvStatsService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 가맹점 사업자 입지선정기준 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandlcsltcrtrainfoService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 제외 경영가맹사업 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandexcljngbizinfoService	JSON+XML	승인
공정거래위원회_가맹정보_지역별 가맹본부 소재지 분포 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcareajnghdqrtrscntstatService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 온라인오프라인 판매 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcbranddmstcslsrelimpinfoService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 가맹점 사업자 가맹기간 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandFrcsStrtInfo2_Service	JSON+XML	승인
공정거래위원회_가맹정보_업종별 광고 판촉 활동 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandadvslsstatService	JSON+XML	승인
공정거래위원회_가맹정보_외국계 가맹본부 일반정보 제공 서비스	https://apis.data.go.kr/1130000/FftcjnghdqrtrsfrntngnlinfoService	JSON+XML	승인
공정거래위원회_가맹정보_업종별,연차별 브랜드 유지 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcIndutyAnaBrandMaintStatsService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 가맹점 사업자의 예치금정보 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandFrcsAlotmCtInfo2_Service	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 연혁 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandhistinfoService	JSON+XML	승인
공정거래위원회_가맹정보_업종별 온라인오프라인 판매 비율 제공 서비스	https://apis.data.go.kr/1130000/FftconoffslsrtstatService	JSON+XML	승인
공정거래위원회_가맹정보_복수 브랜드 가맹본부 순위 통계 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandJnghdqrtrsRankService	JSON+XML	승인
공정거래위원회_가맹정보_가맹본부 일반 정보 변경 이력현황 제공 서비스	https://apis.data.go.kr/1130000/FftcjnghdqrtrsInfoChghst2_Service	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 직영점 운영 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcbranddmsoperpdinfoService	JSON+XML	승인
공정거래위원회_가맹정보_가맹본부별 안정성 통계 제공 서비스	https://apis.data.go.kr/1130000/FftcJnghdqrtrsStableStatsService	JSON+XML	승인
공정거래위원회_가맹정보_가맹본부 임직원정보 제공 서비스	https://apis.data.go.kr/1130000/FftcJnghdqrtrsExctvInfo2_Service	JSON+XML	승인
공정거래위원회_가맹정보_가맹거래사 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcDealerCertsInfoService	JSON	승인
공정거래위원회_가맹정보_신규등록 브랜드 목록 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandnewlistinfoService	JSON+XML	승인
공정거래위원회_가맹정보_업종별 평균 창업비용 상위 순위 통계 제공 서비스	https://apis.data.go.kr/1130000/FftcIndutyAvrRankStatsService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 가맹점 사업자의 부담금정보 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandFrcsAlotmInfo2_Service	JSON+XML	승인
공정거래위원회_가맹정보_지역별 업종별 가맹점수 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcindutyfrcscntstatService	JSON+XML	승인
공정거래위원회_가맹정보_가맹본부 매출액 분포현황 제공 서비스	https://apis.data.go.kr/1130000/FftcjnghdqrtrsslsareastatService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 비교 목록 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandCompInfo2_Service	JSON+XML	승인
공정거래위원회_가맹정보_가맹본부 법 위반정보 제공 서비스	https://apis.data.go.kr/1130000/FftcJnghdqrtrsExctvVioltInfo2_Service	JSON+XML	승인
